City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,shingu,33.7333,135.9833,287.24,52,2,6.34,JP,1701926077
368,klaksvik,62.2266,-6.589,278.66,74,35,12.33,FO,1701926077
369,east london,-33.0153,27.9116,293.67,83,0,3.6,ZA,1701926078
370,ishigaki,24.3448,124.1572,294.7,60,95,8.76,JP,1701926078
371,woolgoolga,-30.1106,153.2007,302.06,73,13,4.04,AU,1701926078
372,cambria,35.5641,-121.0808,287.27,97,64,0.45,US,1701926079
373,six-fours-les-plages,43.0938,5.84,281.18,56,5,3.46,FR,1701926080
374,arno,60.1167,18.6333,273.59,93,100,0.88,SE,1701925976
375,san jose del cabo,23.0589,-109.6977,297.31,78,0,3.6,MX,1701925820
376,rasony,55.9089,28.8126,257.8,97,85,2.46,BY,1701926081
377,aleksandrovskoye,44.7142,43.0008,273.19,96,100,6.57,RU,1701926081
378,south boston,42.3334,-71.0495,270.23,72,0,6.69,US,1701926082
379,santa isabel,-23.3156,-46.2214,296.76,82,30,1.16,BR,1701926082
380,murudeshwara,14.0943,74.4845,302.41,58,86,0.9,IN,1701926083
381,vorkuta,67.5,64.0,245.88,100,97,1.89,RU,1701926083
382,sitges,41.2351,1.8119,283.53,59,28,2.73,ES,1701926083
383,ocean shores,46.9737,-124.1563,281.45,98,40,0.0,US,1701925906
384,nasir,15.5894,32.5634,295.2,26,63,5.68,SD,1701926084
385,chibougamau,49.9168,-74.3659,259.94,85,100,0.0,CA,1701926084
386,jumla,29.2747,82.1838,287.58,14,0,1.91,NP,1701926085
387,qarqaraly,49.4058,75.4742,259.17,82,100,5.86,KZ,1701926085
388,toliara,-23.35,43.6667,300.99,59,7,6.58,MG,1701925978
389,abra pampa,-22.7205,-65.697,286.8,65,39,5.11,AR,1701926086
390,campbell river,50.0163,-125.2446,277.84,90,80,2.31,CA,1701926019
391,muzaffarabad,34.37,73.4711,291.67,19,0,1.34,PK,1701926086
392,faya-largeau,17.9257,19.1043,290.22,31,1,5.61,TD,1701926087
393,chinde,26.8418,88.0763,290.51,50,99,2.56,NP,1701926087
394,kavaratti,10.5669,72.642,301.11,71,99,3.91,IN,1701926087
395,bonthe,7.5264,-12.505,298.67,87,0,0.72,SL,1701926087
396,jinzhou,41.1078,121.1417,278.7,31,47,4.39,CN,1701926088
397,mangalia,43.8,28.5833,282.22,90,100,6.85,RO,1701926088
398,zaraza,9.3503,-65.3245,295.38,92,79,0.9,VE,1701926088
399,amga,60.8953,131.9608,238.32,95,99,1.19,RU,1701926089
400,lisala,2.15,21.5167,294.05,99,100,1.06,CD,1701926089
401,kidal,18.4411,1.4078,294.04,17,0,2.63,ML,1701926089
402,rundu,-17.9333,19.7667,299.0,44,84,1.67,NA,1701926089
403,ambalangoda,6.2355,80.0538,301.77,75,14,1.8,LK,1701926090
404,la'ie,21.6477,-157.9253,298.81,78,45,4.47,US,1701926090
405,rio grande,-32.035,-52.0986,292.56,95,90,3.58,BR,1701925891
406,barentu,15.1139,37.5928,295.69,50,43,1.18,ER,1701926091
407,saint-joseph,-21.3667,55.6167,300.36,72,30,3.4,RE,1701926092
408,awjilah,29.1081,21.2869,288.58,44,100,3.91,LY,1701926092
409,terenos,-20.4422,-54.8603,299.99,73,0,1.54,BR,1701925954
410,kralendijk,12.15,-68.2667,301.14,78,20,5.66,BQ,1701926093
411,lincheng,19.9078,109.6858,296.36,54,17,4.59,CN,1701926093
412,sekong,-6.3996,106.0252,303.98,62,100,1.33,ID,1701926093
413,fort campbell north,36.6543,-87.4606,274.18,69,0,0.0,US,1701925875
414,jayapura,-2.5333,140.7,303.81,75,93,4.82,ID,1701926094
415,amos,48.5669,-78.1162,259.51,95,100,1.85,CA,1701926094
416,trairi,-3.2778,-39.2689,300.45,73,67,5.84,BR,1701925836
417,barquisimeto,10.0739,-69.3228,293.32,90,78,0.46,VE,1701925804
418,horta,38.5333,-28.6333,288.16,82,70,0.89,PT,1701926095
419,kharkhorin,47.1975,102.8238,276.94,47,39,9.03,MN,1701926095
420,shilovo,54.3204,40.874,253.65,100,77,2.0,RU,1701926095
421,wajir,1.7471,40.0573,299.76,57,0,4.21,KE,1701926095
422,kimbe,-5.5502,150.1429,304.39,61,32,3.07,PG,1701926096
423,egersund,58.4513,5.9997,271.69,79,14,3.87,NO,1701926096
424,saudarkrokur,65.7461,-19.6394,266.78,59,1,2.79,IS,1701926096
425,itaituba,-4.2761,-55.9836,297.74,75,12,0.51,BR,1701925912
426,al burayqah,30.4062,19.5739,290.47,46,96,5.82,LY,1701926097
427,lubang,13.8584,120.124,301.19,77,93,5.87,PH,1701926097
428,taoudenni,22.6783,-3.9836,291.85,17,95,4.17,ML,1701926098
429,howrah,22.5892,88.3103,293.15,88,100,3.6,IN,1701926098
430,pionerskiy,54.9508,20.2275,271.06,85,100,5.89,RU,1701926099
431,termoli,41.9888,14.9895,280.81,70,29,8.59,IT,1701926099
432,nyurba,63.2842,118.3319,228.42,99,89,0.76,RU,1701926099
433,wuchuan,21.4571,110.7659,298.29,32,63,2.31,CN,1701926099
434,saint-francois,46.4154,3.9054,272.41,100,100,1.03,FR,1701926100
435,new norfolk,-42.7826,147.0587,296.88,29,100,3.12,AU,1701926100
436,okhotsk,59.3833,143.3,258.15,97,100,5.4,RU,1701926008
437,tazacorte,28.629,-17.9293,292.69,79,100,4.12,ES,1701926100
438,naberera,-4.2,36.9333,292.85,80,71,2.47,TZ,1701926101
439,teguise,29.0605,-13.564,288.27,77,0,3.09,ES,1701926101
440,madera,37.1666,-119.8343,288.69,81,90,1.58,US,1701926102
441,mascote,-15.5631,-39.3025,294.15,99,32,0.54,BR,1701926104
442,porbandar,21.6422,69.6093,300.14,39,0,5.14,IN,1701926104
443,bay roberts,47.5999,-53.2648,269.4,93,49,0.45,CA,1701926105
444,dingcheng,32.1272,115.0394,293.09,28,0,8.25,CN,1701926106
445,kitob,39.0843,66.8332,286.26,30,100,0.75,UZ,1701926107
446,deqing,30.5448,119.9599,292.72,29,0,3.72,CN,1701926107
447,mount pearl,47.5166,-52.7813,268.74,90,20,1.03,CA,1701926108
448,veraval,20.9,70.3667,299.84,49,0,4.83,IN,1701926108
449,aldinga beach,-35.2793,138.4604,305.52,36,100,4.25,AU,1701926109
450,metahara,8.9,39.9167,295.62,39,19,0.13,ET,1701926109
451,chu,43.5983,73.7614,274.86,49,100,2.38,KZ,1701925850
452,kodinsk,58.6881,99.1844,240.62,87,11,1.97,RU,1701926110
453,sterling,39.0062,-77.4286,275.87,66,0,5.66,US,1701926062
454,selfoss,63.9331,-20.9971,270.42,49,50,5.48,IS,1701926111
455,arar,30.9753,41.0381,286.16,67,0,3.6,SA,1701926112
456,san miguel de cauri,-10.1,-76.5833,281.02,92,100,1.42,PE,1701926112
457,balykchy,42.4557,76.1861,280.27,41,61,1.28,KG,1701926113
458,sakakah,29.9697,40.2064,286.91,52,2,2.82,SA,1701926114
459,nuuk,64.1835,-51.7216,279.49,33,98,8.75,GL,1701926114
460,gallup,35.5281,-108.7426,272.06,86,0,2.06,US,1701925970
461,boende,-0.2167,20.8667,294.52,99,100,0.79,CD,1701926115
462,sinabang,2.4803,96.3801,299.09,86,100,0.9,ID,1701926021
463,molochnoye,59.2917,39.6787,260.27,96,93,1.85,RU,1701926115
464,urengoy,65.9667,78.3667,247.92,95,100,4.97,RU,1701926116
465,atbasar,51.8,68.3333,249.55,94,9,3.09,KZ,1701926116
466,kerman,30.2832,57.0788,280.07,18,0,2.06,IR,1701926116
467,kolonia,50.9333,6.95,275.51,90,21,1.88,DE,1701926045
468,aras-asan,8.8908,126.3033,300.79,84,97,4.9,PH,1701926117
469,berdigestyakh,62.0989,126.6992,234.13,96,97,0.15,RU,1701926117
470,cole harbour,44.6724,-63.4751,268.13,87,91,0.89,CA,1701926118
471,kyaikkami,16.08,97.5675,302.88,65,11,1.82,MM,1701926118
472,outjo,-20.1167,16.15,296.07,54,49,2.13,NA,1701926118
473,las pedroneras,39.45,-2.6739,279.51,87,98,2.38,ES,1701926119
474,tangalle,6.024,80.7911,303.24,71,45,1.4,LK,1701926119
475,kovvur,17.0167,81.7333,302.29,84,75,2.06,IN,1701926120
476,ivdel',60.6911,60.4206,236.03,100,40,0.89,RU,1701926120
477,grand falls-windsor,48.9332,-55.6649,264.37,96,47,1.08,CA,1701926056
478,mandalgovi,45.7625,106.2708,274.76,51,42,9.3,MN,1701926121
479,belozersk,60.0326,37.7957,258.78,98,95,1.12,RU,1701926121
480,kasane,-17.8167,25.15,298.2,61,0,2.57,BW,1701926122
481,ebon,4.582,168.6964,301.22,79,91,9.15,MH,1701926122
482,enewetak,11.3474,162.3373,300.86,81,86,9.51,MH,1701926122
483,general villegas,-35.0328,-63.0125,287.15,90,15,2.61,AR,1701926123
484,rukungiri,-0.8411,29.9419,289.54,92,6,0.86,UG,1701926123
485,igarka,67.4667,86.5833,250.23,96,100,5.22,RU,1701926123
486,nynashamn,58.9034,17.9479,274.29,73,100,5.72,SE,1701926124
487,lerwick,60.1545,-1.1494,278.15,63,81,10.49,GB,1701926124
488,mtskheta,41.8451,44.7188,280.2,86,100,1.29,GE,1701926124
489,sarakhs,36.5449,61.1577,285.6,45,100,1.19,IR,1701926125
490,mar del plata,-38.0023,-57.5575,289.23,94,100,5.81,AR,1701926125
491,arteche,12.2645,125.4048,301.83,65,100,3.24,PH,1701926126
492,whitehorse,60.7161,-135.0538,271.58,80,100,6.69,CA,1701926126
493,loa janan,-0.583,117.095,300.92,87,100,1.28,ID,1701926126
494,zaozersk,69.4005,32.4476,254.55,99,77,2.93,RU,1701926127
495,guerrero negro,27.9769,-114.0611,291.76,75,0,3.97,MX,1701926127
496,back mountain,41.3359,-75.9963,271.67,69,85,2.29,US,1701926127
497,torghay,49.6339,63.4981,262.96,72,15,4.01,KZ,1701926128
498,kamaishi,39.2667,141.8833,286.52,64,61,9.05,JP,1701926128
499,naze,28.3667,129.4833,291.66,54,1,4.42,JP,1701926129
500,tocopilla,-22.092,-70.1979,291.92,75,7,2.41,CL,1701926129
501,opuwo,-18.0607,13.84,295.01,68,90,1.0,NA,1701926129
502,rudbar,30.15,62.6,290.1,24,40,1.43,AF,1701926130
503,nemuro,43.3236,145.575,281.96,96,100,12.19,JP,1701926130
504,illizi,26.4833,8.4667,283.04,28,0,0.88,DZ,1701926131
505,kapenguria,1.2511,35.0895,289.65,64,0,0.25,KE,1701926131
506,jabor,5.921,169.6434,301.13,81,20,9.1,MH,1701926131
507,juan de ayolas,-27.4,-56.9,296.52,94,27,0.91,PY,1701926132
508,beneditinos,-5.45,-42.3667,300.14,65,89,1.46,BR,1701926132
509,vallenar,-28.5708,-70.7581,292.4,46,0,0.45,CL,1701926132
510,krasnoslobodsk,48.7072,44.5714,269.05,86,40,8.0,RU,1701926133
511,constitucion,-35.3333,-72.4167,287.78,74,0,3.21,CL,1701925856
512,filipstad,59.7124,14.1683,266.64,95,100,1.48,SE,1701926133
513,kuta,-8.7233,115.1723,304.12,74,40,4.63,ID,1701926134
514,mossel bay,-34.1831,22.146,290.11,80,0,3.74,ZA,1701926134
515,ternate,0.8,127.4,303.03,69,37,3.71,ID,1701926134
516,eydhafushi,5.1033,73.0708,301.4,79,100,5.67,MV,1701926135
517,saint-pierre,-21.3393,55.4781,300.97,69,75,6.17,RE,1701926135
518,tralee,52.2704,-9.7026,282.71,93,100,4.53,IE,1701926135
519,borogontsy,62.6683,131.1683,232.96,95,99,0.59,RU,1701926136
520,santana,-0.0583,-51.1817,299.25,94,75,1.54,BR,1701926136
521,reggane,26.7158,0.1714,290.6,32,6,3.68,DZ,1701926137
522,smithers,54.7804,-127.1743,270.33,100,100,1.03,CA,1701926137
523,ciupercenii noi,43.9097,22.9483,276.8,96,100,3.45,RO,1701926138
524,midvagur,62.0511,-7.1939,278.61,70,40,9.26,FO,1701926138
525,guacamayas,18.0167,-102.2167,296.67,83,61,1.79,MX,1701926140
526,mafinga,-7.25,35.0667,294.4,84,100,2.54,TZ,1701926140
527,bardai,11.65,7.2333,290.76,18,16,4.2,NG,1701926140
528,chivhu,-19.0211,30.8922,288.83,78,54,4.33,ZW,1701926141
529,shira,54.4911,89.9531,257.56,69,100,3.48,RU,1701926141
530,flin flon,54.7682,-101.865,266.49,95,93,1.91,CA,1701926033
531,talcahuano,-36.7167,-73.1167,285.97,94,0,3.09,CL,1701926142
532,twentynine palms,34.1356,-116.0542,290.96,38,73,0.45,US,1701926142
533,totness,5.8833,-56.3167,298.39,91,65,4.67,SR,1701926142
534,oyama,36.3,139.8,293.05,31,0,4.53,JP,1701925922
535,bilozerka,46.6248,32.4425,274.33,87,100,6.38,UA,1701926143
536,betio village,1.358,172.9211,300.59,83,100,6.2,KI,1701926145
537,kaiyuan,23.6977,103.3037,288.13,57,100,1.17,CN,1701926145
538,san patricio,28.017,-97.5169,292.07,80,100,3.22,US,1701926145
539,beloyarskiy,63.7119,66.6722,236.48,97,29,1.34,RU,1701926146
540,al wajh,26.2455,36.4525,294.12,52,0,2.57,SA,1701926146
541,ondangwa,-17.9167,15.95,297.63,55,19,1.67,NA,1701926146
542,belyy yar,53.6039,91.3903,259.09,72,40,4.0,RU,1701926146
543,uglegorsk,49.0833,142.0333,277.92,90,100,5.88,RU,1701925853
544,palikir - national government center,6.9248,158.1611,301.56,74,100,4.12,FM,1701926147
545,upata,8.0086,-62.3989,295.48,97,85,3.42,VE,1701926147
546,tagiura,32.8817,13.3506,290.08,60,52,4.27,LY,1701926147
547,cholpon-ata,42.6494,77.0823,280.18,63,71,0.49,KG,1701926149
548,dwarka,22.2394,68.9678,297.8,55,0,6.66,IN,1701926149
549,nasiriyah,31.0521,46.261,291.99,26,86,3.76,IQ,1701926149
550,ola,59.5833,151.2833,261.53,94,100,10.28,RU,1701926149
551,bereznik,62.8551,42.7072,249.29,98,51,1.49,RU,1701926150
552,santa cruz,-17.8,-63.1667,297.85,88,20,2.06,BO,1701926150
553,tabou,4.423,-7.3528,298.81,84,17,1.64,CI,1701926150
554,nokha,27.6,73.4167,293.4,25,0,2.03,IN,1701926150
555,kataba,13.9833,44.3833,288.2,31,26,1.08,YE,1701926150
556,cidreira,-30.1811,-50.2056,295.92,94,100,3.6,BR,1701925880
557,daru,-9.0763,143.2092,302.09,69,100,4.05,PG,1701926151
558,fendou,46.65,124.8667,263.01,56,3,3.38,CN,1701926151
559,adrar,20.5022,-10.0711,290.19,14,100,3.55,MR,1701926151
560,khorugh,37.4897,71.553,270.96,53,1,0.37,TJ,1701926152
561,alesund,62.4723,6.1549,275.56,70,20,6.17,NO,1701926059
562,pueblo,38.2545,-104.6091,286.4,27,0,3.14,US,1701926152
563,xiahu,26.6106,119.9483,290.35,56,0,0.81,CN,1701926152
564,karbala,32.616,44.0249,291.08,44,14,2.25,IQ,1701926153
565,ar rahad,12.7167,30.65,293.3,22,49,3.12,SD,1701926153
566,nikolayevsk-on-amure,53.1406,140.73,270.12,96,100,0.81,RU,1701926153
567,korla,41.7597,86.1469,277.17,37,65,2.63,CN,1701926154
